"tower_damage","kills","hero_damage","gold_per_min","denies","deaths","dmg_received","dmg_dealt","xp_per_min","assists","match_id","start_time","win","hero_id","account_id","leaguename"
1506,4,12328,298,0,15,22797,12328,318,13,3352061045,1501694328,true,27,82262664,"The International 2017"
1478,8,5653,413,2,0,4703,4805,407,6,1976726768,1449152356,true,50,82262664,"StarLadder | i-League"
1456,1,6198,174,1,10,11313,6439,196,0,4061742840,1534354028,false,27,82262664,"The International 2018"
1412,4,6482,266,0,5,7641,6482,302,9,3928032584,1527908700,true,64,82262664,"CHINA DOTA2 SUPER MAJOR"
1391,4,12416,285,2,12,21893,12416,408,21,3865715133,1525437600,true,30,82262664,"EPICENTER XL"
1358,4,4702,373,2,3,6176,4702,497,16,3763492629,1520150508,true,66,82262664,"PGL BUCHAREST MAJOR 2018"
1347,5,7444,265,3,8,14292,11243,315,18,1856525423,1444478402,true,75,82262664,"The Frankfurt Major 2015"
1345,3,6335,487,5,3,7420,8266,489,16,2292565163,1460562901,true,33,82262664,"The BTS Series"
1338,4,9164,329,1,4,12395,9867,394,16,1925851339,1447096183,true,71,82262664,"StarLadder | i-League"
1327,2,3499,331,2,1,4757,3172,324,12,1862121628,1444663960,true,50,82262664,"The Frankfurt Major 2015"
1325,4,5473,352,1,2,7265,5785,337,7,2076536729,1452718405,true,92,82262664,"StarLadder | i-League"
1303,2,2342,405,2,0,420,1934,339,5,2294891673,1460661376,true,66,82262664,"The BTS Series"
1281,6,19672,418,1,8,18076,19672,680,12,3868388262,1525540154,false,64,82262664,"EPICENTER XL"
1279,3,5070,345,1,6,7758,6002,303,10,2013128377,1450505822,true,27,82262664,"World Cyber Arena 2015 GRAND FINAL"
1277,4,4229,315,1,3,6412,4229,381,8,3524294817,1509037379,true,66,82262664,"ESL One Hamburg 2017"
1275,2,6662,388,3,5,10169,9487,385,18,2311553749,1461320966,true,33,82262664,"ESL One Manila 2016"
1269,2,2859,308,0,1,3134,2859,270,11,3497783131,1507822775,true,66,82262664,"SL i-League Invitational Season 3"
1251,3,8417,268,4,1,3411,8417,381,16,3696416896,1516778241,true,30,82262664,"ESL One Genting 2018"
1243,3,5144,284,1,3,7036,5144,333,9,4065042825,1534539598,true,66,82262664,"The International 2018"
1217,10,7726,400,2,4,6338,9569,374,4,1916681789,1446751347,true,25,82262664,"The Summit 4"
1191,5,5484,321,1,2,5803,5484,408,20,3702177241,1517051649,true,68,82262664,"ESL One Genting 2018"
1183,6,6481,357,1,4,9168,6481,342,15,3696501908,1516781925,true,68,82262664,"ESL One Genting 2018"
1144,0,13627,326,0,7,19459,13627,425,14,4063289036,1534443815,false,66,82262664,"The International 2018"
1132,2,6230,348,1,7,10739,6296,324,8,3352462460,1501721682,true,92,82262664,"The International 2017"
1128,10,11556,357,1,3,11614,13689,389,13,1894045596,1445869782,true,71,82262664,"Nanyang Championships"
1115,0,5754,241,2,5,9986,5754,177,7,3811024255,1522580824,false,53,82262664,"Dota 2 Asia Championships 2018"
1111,1,4133,478,4,0,1203,4133,488,7,3022421923,1488108433,true,33,82262664,"SL i-League StarSeries S3"
1103,6,7230,327,1,2,6876,7230,419,18,3593288991,1512153349,true,79,82262664,"DreamLeague season 8"
1103,0,8232,214,1,9,13859,8232,324,11,3704280890,1517138281,false,64,82262664,"ESL One Genting 2018"
1096,8,7878,486,0,1,5642,8280,478,6,2184910779,1456657192,true,58,82262664,"The Shanghai Major"
1082,1,11110,288,1,2,4408,11110,257,10,3932161077,1528081436,true,37,82262664,"CHINA DOTA2 SUPER MAJOR"
1080,0,6519,454,5,0,5046,6519,437,2,3794537388,1521735299,true,98,82262664,"Corsair DreamLeague season 9"
1069,5,9519,270,0,7,15334,9519,246,6,2740818402,1477685453,false,58,82262664,"The Boston Major 2016"
1048,4,12304,276,1,6,8096,12304,375,21,4064708096,1534521671,true,75,82262664,"The International 2018"
1043,2,4693,385,2,3,6518,4693,297,7,3811272637,1522589342,true,63,82262664,"Dota 2 Asia Championships 2018"
1042,0,4620,327,3,6,17198,4620,344,4,3794444729,1521731841,false,49,82262664,"Corsair DreamLeague season 9"
1025,4,6097,297,1,2,8388,6272,289,18,2195617106,1457065758,true,30,82262664,"The Shanghai Major"
1015,1,4014,284,0,4,6511,4645,315,11,2353646896,1462889541,true,20,82262664,"EPICENTER: Moscow"
1013,4,5408,249,3,9,15796,6859,248,8,1832262143,1443628986,true,75,82262664,"Nanyang Championships"
1012,3,6161,310,2,2,7180,7585,340,6,1827577454,1443463346,true,25,82262664,"Nanyang Championships"
1006,5,5781,372,2,3,8977,6818,352,14,2066679779,1452355064,true,50,82262664,"The Shanghai Major"
1004,2,4463,454,0,5,6065,5870,397,13,2142507011,1455124005,true,53,82262664,"Dota Pit League Season Four"
979,3,10525,308,0,3,14042,10525,451,27,3932111656,1528077679,true,89,82262664,"CHINA DOTA2 SUPER MAJOR"
971,1,7152,237,3,7,9708,7152,231,1,2758086417,1478352060,false,64,82262664,"ESL One Manila 2016"
953,9,14058,372,4,3,13057,16922,513,26,1856756654,1444483568,true,31,82262664,"The Frankfurt Major 2015"
950,5,4736,402,0,2,6984,4489,358,6,2095187327,1453414136,true,8,82262664,"Dota Pit League Season Four"
948,8,8267,308,2,6,10103,10788,344,13,1854500332,1444403079,true,75,82262664,"The Summit 4"
943,3,5873,257,2,7,16589,9788,266,16,2066888438,1452360106,true,20,82262664,"The Shanghai Major"
915,2,8359,274,0,2,8820,8359,369,13,3815318822,1522816847,true,119,82262664,"Dota 2 Asia Championships 2018"
899,3,13867,326,2,5,7977,13867,326,19,3943790375,1528619812,true,37,82262664,"CHINA DOTA2 SUPER MAJOR"
882,11,8435,480,3,3,6935,8642,394,14,2130698905,1454699254,true,86,82262664,"WePlay League Season 3"
871,2,5311,260,1,11,14979,7818,359,21,2095097165,1453409330,true,91,82262664,"Dota Pit League Season Four"
869,3,6967,362,3,2,4885,6967,431,21,2936538368,1485281569,true,50,82262664,"SL i-League StarSeries S3"
866,2,4433,332,1,4,11380,8781,448,25,1984801723,1449430473,true,85,82262664,"The Defense Season 5"
865,1,4563,439,5,3,10194,4563,474,1,3796268587,1521826202,false,12,82262664,"Corsair DreamLeague season 9"
852,6,7189,361,0,5,6141,8336,344,18,2077929558,1452779710,true,91,82262664,"StarLadder | i-League"
847,7,9105,352,2,2,7216,12061,433,17,1929522822,1447263288,true,87,82262664,"The Defense Season 5"
836,1,3567,301,0,4,6154,4513,337,12,2191055532,1456889095,true,100,82262664,"The Shanghai Major"
832,6,12450,339,0,5,12688,20186,430,20,1834706362,1443712008,false,5,82262664,"The Summit 4"
831,6,7018,480,0,4,12613,9711,479,9,1974175894,1449051049,true,69,82262664,"StarLadder | i-League"
826,2,6043,249,2,1,9359,6043,376,9,3595192440,1512231377,true,30,82262664,"DreamLeague season 8"
821,3,2857,306,2,7,11598,4929,372,8,2198763106,1457167573,false,86,82262664,"The Shanghai Major"
816,6,7142,269,3,6,22268,14411,304,26,1854695950,1444407785,true,85,82262664,"The Summit 4"
815,4,7513,248,1,8,17694,9429,300,23,2410986712,1465010863,false,20,82262664,"The Manila Major 2016"
811,10,17978,345,2,2,13599,17978,397,28,2715277069,1476642337,true,71,82262664,"The Summit 5"
809,3,4434,273,0,3,6639,4434,334,9,4064993264,1534536505,true,84,82262664,"The International 2018"
806,3,3313,326,2,6,10562,4520,352,10,2294811244,1460658000,true,30,82262664,"The BTS Series"
786,6,12336,302,1,3,5054,12336,413,16,3815378585,1522821451,true,68,82262664,"Dota 2 Asia Championships 2018"
780,7,8051,421,0,7,17437,9838,445,18,2311039360,1461300874,true,69,82262664,"ESL One Manila 2016"
769,5,4968,337,5,10,10775,7276,297,10,2316821675,1461497855,false,33,82262664,"ESL One Manila 2016"
768,8,8461,429,2,4,8599,9008,483,17,1925934163,1447099985,true,78,82262664,"StarLadder | i-League"
757,0,5878,331,1,3,5928,5878,366,18,2949305603,1485631636,true,86,82262664,"SL i-League StarSeries S3"
753,4,7026,289,0,6,12902,8612,247,8,2184118645,1456636113,true,58,82262664,"The Shanghai Major"
752,5,5894,362,0,0,2701,5894,339,9,2936465377,1485278661,true,37,82262664,"SL i-League StarSeries S3"
752,2,6837,319,0,6,7097,11640,281,1,2145002386,1455217299,false,54,82262664,"WePlay League Season 3"
747,3,4101,295,1,2,7693,4101,365,15,3175652467,1494677700,true,111,82262664,"DreamLeague season 7"
742,17,36488,348,2,16,34212,36488,608,16,3139282085,1493122762,false,32,82262664,"Kiev Major"
734,2,6296,359,1,5,11487,6296,381,8,2758556399,1478363062,true,113,82262664,"Captains Draft 3.0 Presented by DotaCinema & MoonduckTV"
712,2,8371,247,1,5,9421,10520,373,17,1921217418,1446918964,false,26,82262664,"D2CL Season 6"
712,2,4740,284,0,1,5565,4740,300,14,3702089496,1517048477,true,30,82262664,"ESL One Genting 2018"
712,1,4415,270,0,4,6771,5337,262,8,2183947071,1456629575,false,58,82262664,"The Shanghai Major"
705,3,13234,310,3,5,13682,13234,526,19,3328038592,1500680998,true,100,82262664,"DreamLeague season 7"
705,2,17733,299,2,15,26721,17733,443,28,3928136472,1527918615,true,20,82262664,"CHINA DOTA2 SUPER MAJOR"
703,0,6665,278,0,4,9866,8821,311,17,2411460113,1465027937,true,20,82262664,"The Manila Major 2016"
699,0,10783,345,9,4,16061,10783,400,3,3796359654,1521830110,false,54,82262664,"Corsair DreamLeague season 9"
683,2,4824,342,1,1,4304,4824,333,13,2978221218,1486314027,true,50,82262664,"Dota 2 Asia Championships 2017"
682,0,3682,199,2,10,13093,3682,259,4,3750736836,1519486853,false,66,82262664,"ESL One Katowice 2018 powered by Intel"
672,7,8515,507,1,5,19074,11158,527,4,2442004818,1466152831,false,28,82262664,"ESL One Frankfurt 2016"
672,2,3924,252,1,5,7146,3898,309,11,1984698282,1449426633,true,91,82262664,"The Defense Season 5"
671,1,8270,281,1,6,14650,8270,567,9,3749024236,1519404413,false,64,82262664,"ESL One Katowice 2018 powered by Intel"
668,5,18174,326,3,6,16076,18174,534,31,3563837364,1510770599,true,86,82262664,"DreamLeague season 8"
668,2,5043,333,3,6,10224,5987,389,12,1822174770,1443290664,true,5,82262664,"Nanyang Championships"
665,4,5490,376,2,7,13020,9888,354,5,2316657060,1461493417,false,33,82262664,"ESL One Manila 2016"
664,3,3204,339,0,2,6905,3983,329,12,2316391716,1461486320,true,66,82262664,"ESL One Manila 2016"
662,5,8119,292,0,2,7493,12846,366,14,2421177492,1465379420,true,31,82262664,"The Manila Major 2016"
654,1,2498,302,3,3,7212,2617,318,9,1921366412,1446923638,true,50,82262664,"D2CL Season 6"
650,8,5763,367,3,4,8763,8416,464,25,2061916953,1452191292,true,85,82262664,"The Shanghai Major"
649,0,3581,184,1,7,13257,5463,165,3,2430984806,1465729383,false,58,82262664,"The Manila Major 2016"
648,1,2035,276,1,5,7449,3129,260,4,2095238951,1453417469,false,38,82262664,"Dota Pit League Season Four"
647,4,2588,382,0,0,2116,2376,290,6,2195561641,1457063053,true,83,82262664,"The Shanghai Major"
646,2,6837,270,2,5,6657,8302,264,13,1974375547,1449057790,false,52,82262664,"StarLadder | i-League"
644,3,9822,302,2,6,15575,9822,327,20,3698556611,1516883596,true,50,82262664,"ESL One Genting 2018"
641,3,7694,268,0,7,11883,9312,328,15,2067086468,1452365544,true,71,82262664,"The Shanghai Major"
635,3,4077,311,2,2,5478,4717,408,13,2113890637,1454098961,true,87,82262664,"WePlay League Season 3"
632,3,8307,230,0,11,22727,10452,289,18,2113655905,1454091305,false,91,82262664,"Dota Pit League Season Four"
632,2,3066,298,8,0,265,2237,336,3,1984422652,1449418073,true,75,82262664,"The Defense Season 5"
628,4,7623,315,1,3,6346,10742,334,8,2104919918,1453751290,true,101,82262664,"Dota Pit League Season Four"
625,3,10841,297,1,3,10818,10841,503,13,3943981461,1528626064,true,37,82262664,"CHINA DOTA2 SUPER MAJOR"
621,2,8261,296,5,3,12241,8261,355,13,3747126700,1519309581,true,3,82262664,"ESL One Katowice 2018 powered by Intel"
618,1,5474,153,0,10,15365,5474,126,5,3241475535,1497185316,false,58,82262664,"EPICENTER: Moscow Season 2"
616,1,2354,371,0,2,4417,2169,304,10,2508641831,1468693593,true,50,82262664,"The Summit 5"
611,3,6914,329,0,3,9200,7783,291,14,2290769819,1460484575,true,69,82262664,"The BTS Series"
609,3,2712,296,0,4,5365,3391,327,10,2365455182,1463323976,true,32,82262664,"EPICENTER: Moscow"
608,6,5826,274,1,5,3838,5826,234,11,3774083100,1520694800,true,68,82262664,"PGL BUCHAREST MAJOR 2018"
600,7,11102,430,0,8,7453,12577,490,17,1968850618,1448814487,true,39,82262664,"StarLadder | i-League"
597,1,6696,336,2,2,4982,6696,343,10,2949039476,1485626622,true,86,82262664,"SL i-League StarSeries S3"
596,1,3214,301,3,0,2246,3152,272,16,1977511522,1449182568,true,91,82262664,"StarLadder | i-League"
595,5,13267,252,2,12,19053,13267,314,10,3352505678,1501725151,false,27,82262664,"The International 2017"
595,1,4177,295,2,3,10030,4677,360,13,1916351539,1446739573,true,50,82262664,"The Summit 4"
591,11,5654,366,1,5,12701,7442,367,16,3909634072,1527090826,true,85,82262664,"ESL One Birmingham 2018 powered by Intel"
589,3,3503,289,2,0,1809,3503,342,15,3175552353,1494675002,true,50,82262664,"DreamLeague season 7"
584,6,6564,471,1,4,7660,7445,353,14,2015692611,1450585833,true,62,82262664,"World Cyber Arena 2015 GRAND FINAL"
580,0,2364,259,0,3,4101,2736,302,9,2063517372,1452257145,true,20,82262664,"The Shanghai Major"
578,2,6226,250,1,9,16971,8044,344,16,1822326913,1443294929,true,71,82262664,"Nanyang Championships"
574,4,5117,321,2,3,5472,5117,304,10,2974403760,1486225217,true,86,82262664,"Dota 2 Asia Championships 2017"
573,3,7851,295,5,2,11742,9007,332,10,1837882700,1443811378,true,75,82262664,"D2CL Season 6"
572,5,5432,302,4,3,6008,5276,352,11,1847900065,1444154467,true,20,82262664,"The Defense Season 5"
554,3,5056,240,0,4,7442,5056,281,13,3176588039,1494703501,true,86,82262664,"DreamLeague season 7"
550,4,9981,435,0,3,12861,18810,469,24,2425850818,1465549554,true,69,82262664,"The Manila Major 2016"
548,7,8028,411,1,5,13811,10075,399,26,2547524050,1470278918,true,62,82262664,"The International 2016"
548,3,9067,268,4,10,12137,9067,341,20,3870602242,1525619948,true,87,82262664,"EPICENTER XL"
547,3,5489,365,0,5,9728,6876,338,21,2558534849,1470715885,true,62,82262664,"The International 2016"
546,3,5557,368,1,7,9322,7427,379,12,2008514673,1450346135,true,68,82262664,"World Cyber Arena 2015 GRAND FINAL"
542,6,6142,388,7,4,13863,7324,408,9,1983978130,1449407254,true,57,82262664,"The Defense Season 5"
541,1,1771,220,0,0,2555,1771,253,7,2184275180,1456640927,true,83,82262664,"The Shanghai Major"
538,0,4905,238,0,3,4754,6067,281,17,1983817900,1449403502,true,68,82262664,"The Defense Season 5"
536,9,12222,406,2,4,7202,14724,439,16,1781914268,1441832822,true,25,82262664,"The Defense Season 5"
535,4,10777,312,0,13,25152,10777,441,29,4061952570,1534368328,true,66,82262664,"The International 2018"
535,3,6227,255,1,11,14817,9374,278,9,2062023258,1452194974,false,27,82262664,"The Shanghai Major"
535,1,2930,272,2,2,5019,2930,320,11,2989649323,1486751655,true,50,82262664,"Dota 2 Asia Championships 2017"
534,0,7038,280,0,9,16280,7038,274,13,2978346983,1486317284,true,20,82262664,"Dota 2 Asia Championships 2017"
532,3,6799,292,1,3,14401,8163,302,13,3928278244,1527924494,true,85,82262664,"CHINA DOTA2 SUPER MAJOR"
531,9,8295,412,1,7,25627,15454,500,14,2311393361,1461315321,true,69,82262664,"ESL One Manila 2016"
528,2,4141,451,3,0,993,3657,306,8,2140476449,1455045263,true,86,82262664,"WePlay League Season 3"
526,2,7904,341,1,5,12937,14238,344,16,2445483404,1466265457,true,103,82262664,"ESL One Frankfurt 2016"
520,1,5293,237,4,6,13301,5293,284,15,3530018295,1509289388,true,75,82262664,"ESL One Hamburg 2017"
516,6,11054,344,1,10,13271,11054,293,13,3911466745,1527175283,false,53,82262664,"ESL One Birmingham 2018 powered by Intel"
513,3,7966,380,5,6,9269,9938,420,23,1927828755,1447185720,true,112,82262664,"The Defense Season 5"
506,1,4707,294,5,5,8829,4707,365,12,3806929208,1522393714,true,50,82262664,"Dota 2 Asia Championships 2018"
503,4,6565,339,1,5,9618,7440,389,18,1859245564,1444561724,true,85,82262664,"The Frankfurt Major 2015"
502,1,3849,249,0,4,6057,3849,228,9,3190155899,1495172483,true,84,82262664,"SL i-League Invitational Season 2"
497,4,7535,346,4,5,7250,7535,450,16,3168267304,1494357178,true,27,82262664,"DreamLeague season 7"
497,2,4370,342,0,3,6014,4370,491,16,3749130082,1519408987,true,66,82262664,"ESL One Katowice 2018 powered by Intel"
486,2,2882,293,0,2,1741,2223,278,7,2015564443,1450580312,true,50,82262664,"World Cyber Arena 2015 GRAND FINAL"
485,6,7634,264,7,6,9239,7634,297,18,3858902133,1525105144,true,30,82262664,"EPICENTER XL"
483,5,7887,280,1,6,23535,11208,306,12,2562303634,1470860629,false,23,82262664,"The International 2016"
483,5,7027,318,0,4,9108,7027,280,18,2723306714,1476990001,true,86,82262664,"ASUS ROG DreamLeague Season 6"
481,4,5127,320,3,3,7963,5953,358,13,2562425844,1470867900,true,85,82262664,"The International 2016"
477,4,7428,265,2,3,8563,9952,329,11,1845467796,1444068891,true,31,82262664,"The Defense Season 5"
476,2,4063,434,0,2,5805,5379,454,12,2121502515,1454353429,true,29,82262664,"WePlay League Season 3"
474,5,5448,280,0,3,8360,4771,293,10,1878757801,1445286500,true,71,82262664,"The Summit 4"
472,1,7697,335,8,1,2396,7195,445,8,1838021264,1443815853,true,31,82262664,"D2CL Season 6"
468,11,17050,361,0,5,11118,19526,387,12,1968712897,1448810668,true,39,82262664,"StarLadder | i-League"
467,4,14023,308,2,9,17446,14023,396,13,3768860674,1520438434,true,37,82262664,"PGL BUCHAREST MAJOR 2018"
461,3,4420,387,0,4,5745,4420,312,21,2754112360,1478208899,true,62,82262664,"ASUS ROG DreamLeague Season 6"
460,2,3536,255,2,3,5039,2931,312,9,1897861905,1446031760,true,50,82262664,"Nanyang Championships"
458,4,6954,323,0,14,24464,7373,347,16,1918887285,1446839541,true,71,82262664,"D2CL Season 6"
450,6,5271,358,0,3,10845,7508,413,9,2191243186,1456899069,true,60,82262664,"The Shanghai Major"
449,3,2565,269,1,4,6264,2544,306,12,2425188750,1465524906,true,20,82262664,"The Manila Major 2016"
448,1,4182,302,0,4,8550,4750,361,13,3084402972,1490762838,true,111,82262664,"Dota 2 Asia Championships 2017"
446,4,4241,311,2,2,3437,4370,301,4,2076295390,1452708475,true,111,82262664,"StarLadder | i-League"
446,0,5528,276,1,5,5146,5528,336,17,2802627490,1480093699,true,30,82262664,"ASUS ROG DreamLeague Season 6"
443,4,4975,284,0,6,10156,7199,307,20,1977354706,1449173600,true,85,82262664,"StarLadder | i-League"
441,4,20646,242,0,8,13318,20646,285,7,3774178327,1520697990,false,37,82262664,"PGL BUCHAREST MAJOR 2018"
440,8,8406,424,1,6,9630,7858,364,9,2279214153,1460056065,true,69,82262664,"The BTS Series"
439,2,5022,260,0,6,12091,5022,333,19,3364351128,1502237344,true,30,82262664,"The International 2017"
438,0,4032,265,1,2,2398,3877,277,7,1880489298,1445358880,true,50,82262664,"The Defense Season 5"
435,5,3669,272,3,6,8708,5543,250,14,2430271395,1465705508,true,87,82262664,"The Manila Major 2016"
434,3,14980,277,5,8,16576,14980,481,21,3855322538,1524938786,true,20,82262664,"EPICENTER XL"
433,3,5948,355,3,7,22211,5948,428,28,2987524070,1486664036,true,50,82262664,"Dota 2 Asia Championships 2017"
431,3,11265,253,1,7,12099,11265,421,25,3368387319,1502421614,true,66,82262664,"The International 2017"
430,4,6433,231,0,9,14628,7145,315,13,1998032937,1449943676,false,91,82262664,"The Summit 4"
425,2,6077,230,0,10,17666,6077,323,14,3504026309,1508085793,false,64,82262664,"SL i-League Invitational Season 3"
424,6,6610,306,2,5,6907,8755,356,10,2008680222,1450351069,true,75,82262664,"World Cyber Arena 2015 GRAND FINAL"
421,5,10319,299,3,3,12667,10319,397,20,3813872197,1522732135,true,87,82262664,"Dota 2 Asia Championships 2018"
421,2,3559,261,1,2,7838,3933,216,8,1827709336,1443467989,true,85,82262664,"Nanyang Championships"
421,0,1523,236,1,3,2120,1523,164,4,2721261967,1476903596,true,89,82262664,"ASUS ROG DreamLeague Season 6"
420,4,21367,473,5,6,11526,21367,550,22,4065211201,1534553665,true,110,82262664,"The International 2018"
419,7,8998,287,1,6,13306,11518,322,10,2353463767,1462884869,false,58,82262664,"EPICENTER: Moscow"
416,1,3267,281,3,6,7462,4118,321,12,2063371941,1452253611,true,100,82262664,"The Shanghai Major"
415,3,6883,289,0,9,17881,10637,269,12,2508519627,1468689318,true,103,82262664,"The Summit 5"
412,2,4439,277,1,3,6003,4439,289,13,2737968257,1477576570,false,84,82262664,"The Boston Major 2016"
411,4,4408,375,0,2,6546,6403,423,6,2421317079,1465383956,true,60,82262664,"The Manila Major 2016"
409,5,6434,415,2,1,3401,6830,367,10,2105006485,1453755156,true,25,82262664,"Dota Pit League Season Four"
405,3,6788,338,1,8,13050,12441,334,3,2430738353,1465721626,false,38,82262664,"The Manila Major 2016"
404,5,6291,296,0,4,15679,8717,274,19,1895520083,1445937329,true,85,82262664,"Nanyang Championships"
