"tower_damage","kills","hero_damage","gold_per_min","denies","deaths","dmg_received","dmg_dealt","xp_per_min","assists","match_id","start_time","win","hero_id","account_id","leaguename"
778,3,24272,770,2,0,2317,37624,567,1,2049344492,1451747539,true,89,101356886,"Dubai E-Sports Championship"
774,6,6594,375,0,6,5677,9219,414,22,2482049776,1467654121,true,26,101356886,"ProDotA Cup Series by Azubu.tv"
752,3,15372,330,0,7,14181,15372,417,15,3368300783,1502415870,true,7,101356886,"The International 2017"
745,2,18214,303,5,3,15389,18214,418,24,3865875641,1525442301,true,60,101356886,"EPICENTER XL"
737,1,9106,330,1,3,7498,9106,362,16,3139858272,1493143062,true,26,101356886,"Kiev Major"
712,4,16097,288,0,9,18428,16097,395,16,3330264429,1500764398,true,7,101356886,"DreamLeague season 7"
696,3,7700,349,1,9,12982,7700,340,8,3022528136,1488111651,true,91,101356886,"SL i-League StarSeries S3"
690,5,9427,428,0,2,5233,9427,391,16,2802459377,1480088998,true,9,101356886,"ASUS ROG DreamLeague Season 6"
688,4,9153,322,1,4,8781,9153,336,14,3562170839,1510685175,true,60,101356886,"DreamLeague season 8"
686,1,18292,443,0,6,18324,18292,499,20,2944800004,1485547171,true,90,101356886,"SL i-League StarSeries S3"
678,2,12997,453,1,2,4164,12997,391,13,2949305603,1485631636,true,90,101356886,"SL i-League StarSeries S3"
668,5,14641,344,1,5,15150,14641,413,18,3241825287,1497193111,true,7,101356886,"EPICENTER: Moscow Season 2"
666,4,10393,365,3,6,19882,10393,480,17,3356044327,1501879777,true,7,101356886,"The International 2017"
661,6,10853,291,3,6,13703,10853,253,19,3763492629,1520150508,true,107,101356886,"PGL BUCHAREST MAJOR 2018"
660,8,21496,313,1,10,17377,21496,421,28,3793030149,1521651597,true,86,101356886,"Corsair DreamLeague season 9"
647,5,4578,625,2,0,3503,4578,627,8,3083318471,1490706905,true,97,101356886,"Dota 2 Asia Championships 2017"
645,2,4786,426,1,1,2046,4786,349,9,3173910801,1494606678,true,90,101356886,"DreamLeague season 7"
643,0,7775,303,4,4,6288,7775,526,22,4062151757,1534388334,true,91,101356886,"The International 2018"
634,4,6319,339,3,3,4334,6612,288,8,2802303938,1480085104,true,111,101356886,"ASUS ROG DreamLeague Season 6"
633,4,8989,288,1,13,19021,8989,465,20,3550606727,1510160702,true,26,101356886,"DreamLeague season 8"
628,7,9254,478,2,9,20609,15423,482,21,2500153104,1468353063,true,90,101356886,"WellPlay Invitational by VitalBet"
628,6,16193,316,4,6,17653,16193,504,20,3503666230,1508074449,true,60,101356886,"SL i-League Invitational Season 3"
628,3,7659,294,0,3,8234,7659,323,13,3138003121,1493051349,true,91,101356886,"Kiev Major"
617,5,10095,312,0,7,11829,10095,396,15,3696501908,1516781925,true,107,101356886,"ESL One Genting 2018"
616,0,9356,452,1,4,7025,9356,412,14,3016975808,1487909267,true,90,101356886,"SL i-League StarSeries S3"
613,1,6420,319,0,4,6037,6420,305,15,2985537145,1486575829,true,91,101356886,"Dota 2 Asia Championships 2017"
598,4,4963,390,3,9,11440,4963,314,6,2802627490,1480093699,true,9,101356886,"ASUS ROG DreamLeague Season 6"
595,3,13212,280,1,10,13656,13212,329,33,3862104329,1525258525,true,91,101356886,"EPICENTER XL"
595,2,6704,382,3,6,10979,6704,356,19,3808730315,1522480282,true,91,101356886,"Dota 2 Asia Championships 2018"
585,4,6817,340,3,3,5056,6817,359,13,3702089496,1517048477,true,91,101356886,"ESL One Genting 2018"
578,7,15179,408,2,5,8521,15179,373,14,3017039372,1487912676,true,86,101356886,"SL i-League StarSeries S3"
568,1,7396,271,2,14,22850,14813,330,16,2488487862,1467907895,false,91,101356886,"WellPlay Invitational by VitalBet"
567,5,9131,331,0,10,16899,14687,385,31,2603387578,1472316044,true,91,101356886,"Elements Cup 2"
559,0,12643,455,0,5,5928,12643,419,13,2989528495,1486747439,true,90,101356886,"Dota 2 Asia Championships 2017"
553,4,8017,247,1,13,15944,11792,258,13,2597982489,1472133805,false,91,101356886,"ProDotA Cup Series by Azubu.tv"
553,3,19784,410,2,7,21652,19784,443,14,3362175204,1502130888,true,90,101356886,"The International 2017"
532,2,8223,215,1,4,3940,8223,339,20,3354247448,1501805037,true,91,101356886,"The International 2017"
532,1,6654,373,7,7,13081,8457,328,2,2593726467,1471979276,false,11,101356886,"ProDotA Cup Series by Azubu.tv"
531,7,48616,490,0,8,49349,48616,416,28,3368158118,1502404357,true,90,101356886,"The International 2017"
516,2,8495,352,2,2,5328,8495,342,15,3932161077,1528081436,true,16,101356886,"CHINA DOTA2 SUPER MAJOR"
512,4,6808,269,4,2,3363,6808,366,19,3228512352,1496749328,true,87,101356886,"EPICENTER: Moscow Season 2"
512,3,15754,373,2,2,10454,15754,487,28,3702177241,1517051649,true,107,101356886,"ESL One Genting 2018"
511,1,9641,555,2,3,11424,14987,449,2,2346735272,1462629681,false,73,101356886,"The Summit 5"
491,7,17434,395,0,6,8776,17434,440,18,3943790375,1528619812,true,21,101356886,"CHINA DOTA2 SUPER MAJOR"
491,2,10872,342,1,11,24496,10872,398,18,3818944364,1523014037,false,89,101356886,"Dota 2 Asia Championships 2018"
491,1,9463,300,3,4,8568,9463,345,16,3815378585,1522821451,true,7,101356886,"Dota 2 Asia Championships 2018"
489,2,12152,294,2,9,18132,12152,296,22,3943547236,1528611743,true,89,101356886,"CHINA DOTA2 SUPER MAJOR"
489,2,3373,295,1,2,3073,3373,244,7,2758556399,1478363062,true,50,101356886,"Captains Draft 3.0 Presented by DotaCinema & MoonduckTV"
487,3,10142,290,0,8,30727,10142,436,18,3194342552,1495333282,false,28,101356886,"SL i-League Invitational Season 2"
479,0,7197,345,1,5,10750,7197,352,18,3022691596,1488116305,true,91,101356886,"SL i-League StarSeries S3"
476,6,34746,338,2,11,34121,34746,524,32,4061952570,1534368328,true,88,101356886,"The International 2018"
470,1,9000,212,0,11,11488,9000,225,6,2758241073,1478355547,false,91,101356886,"ESL One Manila 2016"
467,6,7160,1024,0,1,2998,6793,658,6,2346467747,1462623446,true,73,101356886,"The Summit 5"
460,2,8390,409,1,2,5033,8390,494,21,3021494571,1488075526,true,91,101356886,"SL i-League StarSeries S3"
455,6,20884,310,0,10,32058,20884,451,27,3528329524,1509218513,true,7,101356886,"ESL One Hamburg 2017"
452,3,19158,503,0,7,11961,19158,579,11,3745831943,1519235445,true,90,101356886,"ESL One Katowice 2018 powered by Intel"
449,4,3579,619,4,0,682,2465,423,1,2346218685,1462616799,true,38,101356886,"The Summit 5"
445,3,9177,340,3,6,10731,9177,357,17,3354000170,1501788405,true,7,101356886,"The International 2017"
445,3,8531,308,2,5,5445,8531,370,17,3174172918,1494615602,true,91,101356886,"DreamLeague season 7"
445,1,4596,332,1,5,11476,4596,394,15,3017538227,1487932559,true,28,101356886,"SL i-League StarSeries S3"
442,1,8540,332,2,1,4256,8540,328,10,3235896984,1497023737,true,90,101356886,"EPICENTER: Moscow Season 2"
439,4,11759,369,1,3,5940,11759,433,16,3793135633,1521656481,true,86,101356886,"Corsair DreamLeague season 9"
426,2,9925,386,6,2,6004,9925,413,18,3524294817,1509037379,true,86,101356886,"ESL One Hamburg 2017"
416,1,6215,380,1,7,13543,6215,416,15,3856657225,1525006326,true,16,101356886,"EPICENTER XL"
414,1,21481,259,0,6,15919,21481,424,18,3351961375,1501689968,true,7,101356886,"The International 2017"
410,2,4625,288,1,2,4662,4625,336,14,3497644587,1507818066,true,91,101356886,"SL i-League Invitational Season 3"
408,4,18528,305,2,8,17754,18528,349,25,3813872197,1522732135,true,107,101356886,"Dota 2 Asia Championships 2018"
403,4,12656,311,0,8,17122,12656,573,20,3142860818,1493298015,true,100,101356886,"Kiev Major"
401,3,10745,213,5,12,16414,10745,271,10,3525706372,1509111555,false,91,101356886,"ESL One Hamburg 2017"
400,5,11399,360,1,2,6806,11399,382,14,3372386596,1502564344,true,7,101356886,"The International 2017"
400,2,18472,417,1,4,10062,18472,447,19,3364351128,1502237344,true,90,101356886,"The International 2017"
397,0,11107,304,6,5,22933,11107,347,17,3530018295,1509289388,true,60,101356886,"ESL One Hamburg 2017"
392,1,4685,268,1,4,7144,4685,265,8,3022421923,1488108433,true,37,101356886,"SL i-League StarSeries S3"
390,3,8353,319,1,5,11205,8353,300,14,3943981461,1528626064,true,89,101356886,"CHINA DOTA2 SUPER MAJOR"
377,1,6572,313,1,0,3157,6572,327,21,3768183941,1520409809,true,107,101356886,"PGL BUCHAREST MAJOR 2018"
371,1,8625,260,2,5,9424,8625,362,12,3372676225,1502579588,true,7,101356886,"The International 2017"
365,3,4823,272,1,0,3611,4823,331,18,3241360537,1497182724,true,91,101356886,"EPICENTER: Moscow Season 2"
363,6,15946,310,1,8,30454,15946,361,27,3855211981,1524934545,true,60,101356886,"EPICENTER XL"
362,2,7220,303,3,3,6025,7220,274,19,3504319604,1508098764,true,107,101356886,"SL i-League Invitational Season 3"
361,2,15161,364,1,4,19734,15161,448,25,3815318822,1522816847,true,100,101356886,"Dota 2 Asia Championships 2018"
359,7,10801,356,1,5,14120,10801,378,18,3497783131,1507822775,true,60,101356886,"SL i-League Invitational Season 3"
358,2,6011,335,2,5,7693,6011,321,19,2754112360,1478208899,true,86,101356886,"ASUS ROG DreamLeague Season 6"
353,3,6364,298,2,6,8950,6364,328,15,3716722821,1517742170,true,91,101356886,"SL i-League Invitational Season 4"
352,2,8902,308,0,3,4863,8902,322,10,2754028951,1478205003,true,86,101356886,"ASUS ROG DreamLeague Season 6"
345,1,3199,301,2,3,3198,3199,271,9,3596803540,1512300783,true,60,101356886,"DreamLeague season 8"
338,5,10849,353,1,2,8453,10849,427,20,3175652467,1494677700,true,100,101356886,"DreamLeague season 7"
338,4,10890,517,7,3,10041,13609,542,19,2346281411,1462618548,true,97,101356886,"The Summit 5"
335,4,12761,258,1,6,13873,12761,416,27,4065260154,1534557920,true,107,101356886,"The International 2018"
333,3,6481,274,4,5,15747,6481,389,21,3176588039,1494703501,true,28,101356886,"DreamLeague season 7"
332,7,17100,277,1,7,11059,17100,353,14,3856441285,1524998861,true,101,101356886,"EPICENTER XL"
329,1,7606,341,7,5,16977,11040,356,6,2588224746,1471789177,false,97,101356886,"WellPlay Invitational by VitalBet"
327,4,16871,336,1,5,14841,16871,535,23,4062010988,1534373794,true,88,101356886,"The International 2018"
326,2,4363,243,0,2,3845,4363,255,8,3139188766,1493119488,true,7,101356886,"Kiev Major"
322,1,9784,436,0,3,5775,9784,474,13,2938474954,1485368216,true,90,101356886,"SL i-League StarSeries S3"
320,1,4243,395,18,6,11266,5162,409,3,2593351350,1471966794,false,1,101356886,"WellPlay Invitational by VitalBet"
312,5,13580,296,1,3,5109,13580,331,17,3750844055,1519490658,true,103,101356886,"ESL One Katowice 2018 powered by Intel"
311,5,11730,508,20,8,11770,18504,583,6,2585518430,1471703401,false,11,101356886,"WellPlay Invitational by VitalBet"
306,17,21067,534,4,3,14584,26190,759,22,2039639417,1451419259,true,97,101356886,"Uprise Champions Cup: Special"
303,0,11676,245,1,4,13026,11676,345,18,3497486752,1507812987,true,107,101356886,"SL i-League Invitational Season 3"
300,0,4231,266,4,2,3250,4231,335,10,3352286942,1501707341,true,91,101356886,"The International 2017"
299,2,19481,360,0,9,21957,19481,502,21,3538465716,1509649478,true,112,101356886,"AMD SAPPHIRE Dota PIT"
299,1,10392,237,0,5,9491,10392,299,23,4064708096,1534521671,true,20,101356886,"The International 2018"
295,3,8134,288,1,4,7033,8134,329,17,3545253155,1509905999,true,60,101356886,"AMD SAPPHIRE Dota PIT"
293,2,10987,432,0,2,7546,10987,356,10,2974403760,1486225217,true,90,101356886,"Dota 2 Asia Championships 2017"
289,2,7720,355,4,7,17163,7720,398,8,3358011344,1501956939,true,60,101356886,"The International 2017"
288,3,4889,325,3,5,10117,4889,216,11,3816848333,1522903121,true,91,101356886,"Dota 2 Asia Championships 2018"
285,4,15171,417,4,10,23822,15171,449,19,2987524070,1486664036,true,28,101356886,"Dota 2 Asia Championships 2017"
283,1,3586,266,0,1,3531,3586,314,11,3230425517,1496834540,true,28,101356886,"EPICENTER: Moscow Season 2"
281,2,9946,269,2,1,7232,9946,321,17,3911193264,1527167722,true,88,101356886,"ESL One Birmingham 2018 powered by Intel"
277,1,11682,349,1,4,11617,11682,513,13,3352462460,1501721682,true,7,101356886,"The International 2017"
273,5,7475,357,0,6,10273,8140,384,20,2276936019,1459962804,true,91,101356886,"ProDotA Cup by Azubu.tv"
272,2,6884,341,0,5,8295,6884,285,21,3710846471,1517472289,true,91,101356886,"SL i-League Invitational Season 4"
270,4,10980,394,2,3,3520,12096,399,22,2036787195,1451322478,true,86,101356886,"Dubai E-Sports Championship"
267,5,17695,247,0,7,19104,17695,281,15,3352505678,1501725151,false,7,101356886,"The International 2017"
267,1,4778,319,0,3,6483,4778,306,15,3545411013,1509912601,true,107,101356886,"AMD SAPPHIRE Dota PIT"
259,3,14391,264,1,1,4779,14391,356,18,3860516530,1525178972,true,101,101356886,"EPICENTER XL"
256,3,17936,366,1,11,16900,17936,356,22,2978346983,1486317284,true,91,101356886,"Dota 2 Asia Championships 2017"
255,3,21396,295,3,11,25670,21396,484,14,4061660411,1534348935,true,7,101356886,"The International 2018"
252,5,8408,337,1,2,5581,8408,334,18,3694695589,1516688351,true,107,101356886,"ESL One Genting 2018"
252,2,14494,255,1,9,13954,14494,349,11,3593194086,1512149432,false,91,101356886,"DreamLeague season 8"
251,3,7071,422,0,2,3764,7071,374,9,2978221218,1486314027,true,5,101356886,"Dota 2 Asia Championships 2017"
250,1,11036,272,8,8,15751,18162,377,19,2497352898,1468243800,false,86,101356886,"ProDotA Cup Series by Azubu.tv"
244,3,10019,237,0,11,13357,10019,306,19,3593368959,1512156999,true,91,101356886,"DreamLeague season 8"
243,5,14679,314,2,12,50312,14679,472,16,3597234172,1512313805,false,60,101356886,"DreamLeague season 8"
241,6,26290,449,2,12,27370,26290,524,18,3794599724,1521737996,true,16,101356886,"Corsair DreamLeague season 9"
232,1,12400,270,2,11,29452,12400,467,27,3858746706,1525100139,true,60,101356886,"EPICENTER XL"
232,1,6017,461,1,1,2758,6017,428,11,3352327788,1501710133,true,90,101356886,"The International 2017"
231,3,13826,328,0,0,6056,13826,294,15,3747126700,1519309581,true,103,101356886,"ESL One Katowice 2018 powered by Intel"
230,5,9278,415,2,4,6862,9278,411,9,3021563452,1488078947,true,86,101356886,"SL i-League StarSeries S3"
230,3,17188,366,2,11,22315,17188,439,17,3710951598,1517477156,true,90,101356886,"SL i-League Invitational Season 4"
229,0,5703,213,3,12,11895,5703,301,16,3595326728,1512235717,false,91,101356886,"DreamLeague season 8"
227,2,15944,257,1,5,15596,15944,340,22,3747006714,1519305151,true,103,101356886,"ESL One Katowice 2018 powered by Intel"
226,1,14927,243,1,13,25978,14927,386,12,3562039160,1510678502,false,7,101356886,"DreamLeague season 8"
221,7,21233,401,1,10,21504,21233,392,18,3698427295,1516878689,true,90,101356886,"ESL One Genting 2018"
221,3,20493,345,0,9,25697,20493,451,17,3352061045,1501694328,true,7,101356886,"The International 2017"
221,3,6592,321,0,5,6907,6592,329,21,3748928380,1519400598,true,91,101356886,"ESL One Katowice 2018 powered by Intel"
219,6,11777,333,1,7,20393,11777,486,22,3176294300,1494694510,true,28,101356886,"DreamLeague season 7"
214,5,12466,341,3,8,17001,12466,647,24,4062098446,1534383257,false,91,101356886,"The International 2018"
206,3,9918,416,3,7,10003,9918,546,10,4065042825,1534539598,true,90,101356886,"The International 2018"
206,3,6001,278,5,5,5449,6001,217,10,3230524940,1496837836,true,87,101356886,"EPICENTER: Moscow Season 2"
201,3,10438,330,0,8,14754,10438,372,16,3805293296,1522308291,true,16,101356886,"Dota 2 Asia Championships 2018"
200,3,12992,312,0,2,6458,12992,351,20,3745760706,1519232169,true,107,101356886,"ESL One Katowice 2018 powered by Intel"
199,1,10213,298,4,11,11312,10213,352,18,3176445805,1494698988,true,86,101356886,"DreamLeague season 7"
197,5,5694,300,1,3,4332,5694,296,13,3190848836,1495198190,true,91,101356886,"SL i-League Invitational Season 2"
192,0,8783,367,0,3,10438,8783,440,19,3084402972,1490762838,true,16,101356886,"Dota 2 Asia Championships 2017"
190,2,3557,273,1,2,4777,3557,340,13,3561966598,1510675502,true,28,101356886,"DreamLeague season 8"
189,9,17407,377,1,4,13357,17407,508,25,3554583049,1510350300,true,107,101356886,"DreamLeague season 8"
189,0,3910,282,5,2,4371,3910,263,6,3190155899,1495172483,true,50,101356886,"SL i-League Invitational Season 2"
188,3,12638,619,0,4,12821,21802,424,6,2277112869,1459969607,false,89,101356886,"ProDotA Cup by Azubu.tv"
188,2,8351,306,0,7,10780,8351,344,19,3752068728,1519553406,true,91,101356886,"ESL One Katowice 2018 powered by Intel"
187,4,27309,476,4,4,7463,48729,514,22,2049512022,1451751397,true,22,101356886,"Dubai E-Sports Championship"
187,3,6999,234,1,8,21318,6999,266,14,3176700913,1494707402,false,28,101356886,"DreamLeague season 7"
185,5,17322,371,2,9,15861,17322,523,20,3328081715,1500684592,true,86,101356886,"DreamLeague season 7"
183,3,13778,218,1,6,13422,13778,281,12,3174252897,1494618902,false,91,101356886,"DreamLeague season 7"
182,2,13723,435,1,4,10035,13723,295,11,2987642896,1486669284,true,90,101356886,"Dota 2 Asia Championships 2017"
181,1,7722,266,4,5,7272,7722,336,17,3696416896,1516778241,true,86,101356886,"ESL One Genting 2018"
180,0,7332,384,3,10,19231,11429,407,13,2513157515,1468873605,false,90,101356886,"WellPlay Invitational by VitalBet"
179,2,8433,229,1,9,13073,8433,276,7,3927970381,1527904915,false,26,101356886,"CHINA DOTA2 SUPER MAJOR"
178,1,7952,294,0,7,7947,7952,234,16,3358109772,1501961325,true,91,101356886,"The International 2017"
177,2,5289,328,0,5,8496,6522,376,12,2036905568,1451326083,true,14,101356886,"Dubai E-Sports Championship"
176,5,8854,382,0,4,5472,8854,391,19,2944989853,1485552599,true,86,101356886,"SL i-League StarSeries S3"
176,4,6407,312,1,6,6522,6407,389,12,3504247873,1508094997,true,86,101356886,"SL i-League Invitational Season 3"
176,2,12685,283,1,7,29223,12685,412,19,3194453869,1495338717,true,28,101356886,"SL i-League Invitational Season 2"
175,5,10740,332,0,7,16027,10740,454,17,3698556611,1516883596,true,107,101356886,"ESL One Genting 2018"
172,3,14688,373,1,7,11905,14688,450,16,3372455628,1502567606,true,86,101356886,"The International 2017"
171,4,6761,377,2,1,5682,6761,362,14,3808894481,1522487318,true,16,101356886,"Dota 2 Asia Championships 2018"
168,0,11727,318,0,3,9164,11727,419,21,3550508063,1510156802,true,7,101356886,"DreamLeague season 8"
167,2,14475,312,0,5,12403,14475,407,25,3704183534,1517134800,true,107,101356886,"ESL One Genting 2018"
167,0,27160,386,1,8,22704,27160,342,15,3022275063,1488103753,false,90,101356886,"SL i-League StarSeries S3"
162,4,8886,333,0,4,11110,8886,310,9,3806929208,1522393714,true,60,101356886,"Dota 2 Asia Championships 2018"
161,2,9202,301,0,3,6582,9202,404,18,2940685387,1485459161,true,91,101356886,"SL i-League StarSeries S3"
160,2,12444,268,0,13,24121,12444,277,14,3139282085,1493122762,false,5,101356886,"Kiev Major"
160,2,6410,251,1,4,8995,8052,316,13,2488623960,1467912463,true,91,101356886,"WellPlay Invitational by VitalBet"
160,1,9277,275,0,7,16213,9277,318,20,3356251885,1501894353,true,7,101356886,"The International 2017"
160,0,13650,276,1,7,17226,13650,311,18,3592392708,1512122984,true,107,101356886,"DreamLeague season 8"
160,0,7346,227,0,9,12912,7346,291,9,3704076062,1517130865,false,86,101356886,"ESL One Genting 2018"
159,5,11845,337,2,3,7707,11845,347,17,3497871676,1507826158,true,107,101356886,"SL i-League Invitational Season 3"
159,4,18963,299,1,8,19115,18963,510,25,3563837364,1510770599,true,107,101356886,"DreamLeague season 8"
159,1,10236,252,1,6,16549,10236,313,12,3146324886,1493458036,false,7,101356886,"Kiev Major"
158,0,4324,329,0,5,12596,4324,326,9,3190241106,1495176306,true,90,101356886,"SL i-League Invitational Season 2"
155,4,10630,329,0,7,9344,10630,437,22,3168267304,1494357178,true,100,101356886,"DreamLeague season 7"
154,5,12608,401,0,8,16745,20229,434,21,2482280397,1467663054,false,90,101356886,"ProDotA Cup Series by Azubu.tv"
153,2,7596,222,6,5,10214,7596,220,3,3362113115,1502127470,false,92,101356886,"The International 2017"
151,2,10008,303,0,5,15966,10008,363,10,3749024236,1519404413,false,89,101356886,"ESL One Katowice 2018 powered by Intel"
149,2,15357,235,2,13,23035,15357,335,17,3139050421,1493113572,false,7,101356886,"Kiev Major"
149,0,6434,250,1,5,5504,6434,343,22,2802775501,1480098476,true,91,101356886,"ASUS ROG DreamLeague Season 6"
145,5,8294,360,1,5,19282,8294,381,12,3174044578,1494610928,true,14,101356886,"DreamLeague season 7"
143,1,7397,322,2,3,7827,7397,345,13,3743740299,1519124499,true,26,101356886,"ESL One Katowice 2018 powered by Intel"
140,3,10902,262,2,7,13923,11124,393,22,3562232404,1510688701,true,91,101356886,"DreamLeague season 8"
137,7,13821,354,0,7,28359,13821,538,27,3942260942,1528553828,true,16,101356886,"CHINA DOTA2 SUPER MAJOR"
136,4,6799,339,0,5,13025,9418,376,11,2488362735,1467904151,true,112,101356886,"ProDotA Cup Series by Azubu.tv"
135,3,9157,353,1,6,12056,9157,465,14,3503821664,1508079022,true,7,101356886,"SL i-League Invitational Season 3"
